经度(°),纬度(°),高度(m),滚转(°),俯仰(°),航向(°),滚转率(°/s),转弯率(°/s)
111.982534,40.98764,7321.69,47.9,0.2,135.7,253.182955,1.23456
111.982613,40.987579,7321.58,54.7,0.2,135.8,254.751576,1.252719
111.982704,40.987508,7321.44,61.6,0.2,135.8,252.520181,1.262429
111.982804,40.987431,7321.28,68.5,0.2,135.9,247.611132,1.268252
111.982904,40.987353,7321.12,75.4,0.1,136.0,242.70203,1.276214
111.982994,40.987283,7320.96,81.5,0.1,136.0,234.982932,1.27998
111.983062,40.98723,7320.83,85.2,0.0,136.1,220.269912,1.268192
111.98313,40.987176,7320.69,89.0,0.0,136.1,205.556906,1.259496
111.983198,40.987123,7320.56,92.8,0.0,136.2,190.843887,1.253878
111.983266,40.98707,7320.42,96.5,-0.1,136.3,182.947573,1.256931
